word,postings
basically,"[(11, 1), (12, 1), (80, 1)]"
depending,"[(11, 1)]"
type,"[(11, 1), (16, 1), (38, 1)]"
uses,"[(11, 2), (34, 1), (49, 1), (73, 1), (107, 1), (165, 1)]"
cooking,"[(11, 1), (19, 1), (30, 1), (45, 1), (46, 2), (64, 1), (83, 1), (136, 1), (173, 1)]"
keerai,"[(11, 1), (49, 3), (125, 1)]"
pumpkin,"[(11, 2), (41, 1), (56, 2), (61, 2), (73, 1), (76, 3), (84, 1), (153, 1), (156, 3), (174, 1)]"
using,"[(11, 1), (38, 1), (42, 1), (49, 1), (62, 1), (69, 1), (78, 1), (85, 1), (99, 1), (114, 1), (115, 1), (140, 1), (143, 1), (159, 2), (163, 1), (171, 2), (172, 1), (194, 1)]"
different,"[(11, 1), (15, 2), (17, 1), (18, 1), (23, 1), (52, 2), (63, 1), (91, 1), (109, 1), (114, 1), (142, 1), (167, 1), (192, 1)]"
types,"[(11, 1), (63, 1)]"
comes,"[(11, 1), (13, 1), (97, 1)]"
close,"[(11, 1)]"
kootu,"[(11, 1), (191, 2)]"
we,"[(11, 1), (18, 1), (24, 1), (36, 1), (37, 1), (38, 1), (47, 1), (49, 1), (58, 1), (60, 1), (85, 1), (86, 1), (91, 1), (92, 1), (116, 1), (142, 1), (151, 1), (158, 1), (171, 1), (192, 2)]"
nadu,"[(11, 1), (21, 1), (26, 1), (34, 1), (91, 2), (105, 1), (169, 1)]"
karwar,"[(12, 2)]"
valval,"[(12, 1)]"
milk,"[(12, 1), (21, 1), (32, 1), (49, 1), (69, 1), (72, 2), (125, 1), (131, 1), (165, 2), (198, 1)]"
no,"[(12, 2), (34, 1), (41, 2), (121, 3), (137, 1), (156, 2), (161, 2), (163, 1), (183, 1)]"
onion,"[(12, 1), (22, 1), (37, 1), (41, 1), (66, 1), (75, 1), (97, 2), (102, 1), (112, 1), (136, 2), (139, 1), (147, 1), (155, 1), (161, 1), (164, 1), (167, 1), (171, 1), (189, 1), (197, 1)]"
garlic,"[(12, 1), (14, 1), (39, 1), (41, 2), (42, 1), (44, 1), (56, 1), (66, 1), (75, 1), (96, 1), (116, 1), (139, 1), (155, 1), (161, 1), (171, 1)]"
comfort,"[(12, 1), (87, 1)]"
food,"[(12, 2), (36, 1), (46, 1), (63, 1), (87, 1), (105, 1), (121, 1), (122, 1), (137, 1), (160, 1), (171, 1), (173, 1), (192, 1)]"
region,"[(12, 1), (23, 1), (83, 1), (97, 1), (102, 1), (105, 1), (120, 1), (130, 1), (195, 1)]"
mild,"[(12, 1), (56, 1), (114, 2)]"
will,"[(12, 1), (28, 1), (49, 1), (73, 1), (76, 1), (87, 1), (90, 1), (92, 1), (100, 1), (139, 1), (153, 1), (162, 1), (167, 2), (171, 1)]"
surely,"[(12, 1)]"
up,"[(12, 1), (47, 2), (116, 1), (120, 1), (122, 1), (124, 1), (136, 1), (158, 1), (186, 1)]"
everyday,"[(12, 1), (42, 1), (76, 2), (150, 1), (196, 1)]"
takes,"[(12, 1), (40, 1), (138, 1)]"
every,"[(12, 1), (49, 1), (63, 1), (151, 1)]"
day,"[(12, 1), (34, 1), (49, 1), (63, 1), (74, 2), (83, 2), (97, 1), (192, 1)]"
ingredients,"[(12, 1), (37, 1), (49, 1), (154, 1), (189, 1), (197, 1)]"
who,"[(13, 1), (100, 2), (109, 1), (119, 1), (137, 1)]"
doesn,"[(13, 1), (121, 1)]"
like,"[(13, 1), (27, 1), (40, 1), (51, 1), (60, 3), (67, 1), (72, 1), (74, 1), (83, 1), (89, 1), (92, 1), (99, 1), (110, 2), (119, 1), (124, 1), (143, 1), (147, 1), (148, 1), (151, 2), (153, 1), (162, 1), (171, 1)]"
potatoes,"[(13, 2), (40, 1), (41, 1), (42, 2), (110, 1), (135, 1), (139, 1), (146, 1), (174, 1), (189, 1), (191, 1)]"
love,"[(13, 1), (28, 2), (137, 2), (139, 1), (146, 1), (151, 2), (167, 1), (171, 1), (172, 1), (192, 1)]"
forms,"[(13, 1)]"
such,"[(13, 1), (78, 1), (154, 2), (192, 2)]"
humble,"[(13, 1), (40, 1), (54, 1)]"
root,"[(13, 1), (95, 2)]"
mixes,"[(13, 1)]"
everything,"[(13, 1)]"
adapt,"[(13, 1)]"
flavor,"[(13, 1), (19, 2), (31, 1), (46, 1), (47, 2), (56, 2), (73, 1), (91, 1), (120, 1), (136, 2), (156, 1), (162, 1), (169, 1)]"
those,"[(13, 1), (49, 1), (72, 1), (74, 1), (100, 1), (109, 1), (165, 1)]"
days,"[(13, 1), (75, 1), (99, 1), (105, 1), (139, 1), (192, 1)]"
nothing,"[(13, 1), (169, 1)]"
fridge,"[(13, 1), (109, 1)]"
potato,"[(13, 1), (78, 1), (79, 3), (82, 1), (118, 1), (143, 2), (159, 1), (188, 1)]"
rescue,"[(13, 1)]"
beetroot,"[(14, 2), (74, 3), (124, 2)]"
palya,"[(14, 1)]"
stir,"[(14, 1), (36, 1), (57, 1), (74, 1), (95, 1), (97, 1), (111, 3), (117, 1), (127, 1), (157, 1), (161, 1), (185, 1), (186, 3), (196, 1), (201, 1)]"
fry,"[(14, 1), (71, 1), (95, 2), (97, 1), (111, 2), (117, 1), (127, 1), (157, 1), (185, 1), (186, 3), (201, 1)]"
flavoured,"[(14, 1), (44, 1), (51, 1), (78, 1), (112, 1), (131, 1), (154, 1), (195, 1)]"
cloves,"[(14, 1), (147, 1), (148, 1)]"
pounded,"[(14, 1)]"
freshly,"[(14, 1), (17, 1), (35, 1), (66, 1), (85, 1), (127, 1), (143, 1), (191, 1), (194, 1)]"
whole,"[(15, 2), (17, 1), (18, 1), (29, 1), (51, 2), (52, 1), (55, 1), (77, 1), (81, 1), (87, 1), (108, 1), (127, 1), (132, 1), (133, 1), (147, 1), (150, 1), (155, 2), (159, 1), (162, 1), (177, 1), (184, 1)]"
wheat,"[(15, 2), (29, 1), (52, 1), (55, 1), (77, 1), (89, 1), (124, 1), (159, 1), (184, 1)]"
lachha,"[(15, 3), (103, 1)]"
paratha,"[(15, 5), (24, 2), (29, 2), (36, 1), (37, 2), (64, 4), (77, 1), (78, 2), (96, 3), (111, 1), (136, 1), (156, 1), (199, 2)]"
classic,"[(15, 1), (25, 1), (27, 1), (28, 1), (104, 1), (114, 1), (120, 1), (147, 1), (148, 1), (149, 1), (154, 1), (193, 1), (199, 1)]"
layered,"[(15, 1)]"
flat,"[(15, 1), (24, 1), (56, 1), (124, 1)]"
bread,"[(15, 2), (24, 1), (37, 1), (72, 1), (76, 2), (110, 1), (115, 1), (124, 2), (159, 1)]"
most,"[(15, 1), (19, 1), (20, 1), (26, 1), (33, 1), (37, 1), (38, 1), (58, 1), (70, 1), (77, 1), (99, 1), (105, 1), (120, 1), (123, 1), (137, 1), (144, 1), (146, 1), (151, 1), (166, 1), (179, 1), (193, 1), (195, 1)]"
maida,"[(15, 1), (159, 1)]"
pure,"[(15, 1), (139, 1), (171, 2)]"
chakki,"[(15, 1), (159, 1)]"
atta,"[(15, 1), (64, 1), (77, 1), (159, 1)]"
regions,"[(15, 1), (85, 1)]"
call,"[(15, 1), (86, 1)]"
names,"[(15, 1)]"
layers,"[(15, 1)]"
gives,"[(15, 1), (19, 1), (64, 1), (88, 1), (96, 1), (144, 1), (164, 1), (186, 1)]"
crisp,"[(15, 1), (47, 1), (71, 1)]"
touch,"[(15, 1), (81, 1), (87, 1), (144, 1)]"
makes,"[(15, 1), (36, 1), (41, 2), (52, 1), (53, 1), (54, 1), (60, 1), (71, 1), (78, 1), (79, 1), (81, 1), (84, 1), (87, 1), (88, 1), (95, 1), (101, 2), (103, 1), (115, 1), (125, 1), (142, 1), (149, 1), (155, 1), (174, 1), (177, 1), (186, 1), (191, 1), (200, 1)]"
any,"[(15, 1), (24, 1), (26, 1), (29, 1), (37, 1), (38, 1), (49, 1), (50, 1), (53, 2), (54, 1), (68, 1), (78, 2), (93, 1), (97, 1), (113, 1), (116, 1), (123, 1), (126, 1), (135, 1), (158, 1), (159, 1), (174, 1), (175, 1), (177, 1), (185, 1), (192, 1), (196, 1)]"
dishes,"[(15, 1), (49, 1), (58, 1), (70, 1), (88, 1), (118, 2), (139, 1), (142, 1), (166, 1), (172, 2), (173, 2), (192, 1)]"
kulcha,"[(16, 3)]"
leavened,"[(16, 1), (159, 1)]"
flatbread,"[(16, 1)]"
originated,"[(16, 1)]"
subcontinent,"[(16, 1), (65, 1)]"
naan,"[(16, 2), (110, 1)]"
essentially,"[(16, 1), (77, 1), (112, 1), (168, 1), (190, 1)]"
invented,"[(16, 1)]"
local,"[(16, 1), (26, 1), (39, 1)]"
version,"[(16, 1), (46, 1), (118, 1), (122, 1), (137, 1)]"
was,"[(16, 1), (25, 1)]"
brought,"[(16, 1)]"
punjab,"[(16, 1)]"
here,"[(16, 1), (18, 1), (37, 1), (49, 1), (55, 1), (105, 1), (122, 1), (136, 1), (158, 1), (159, 1)]"
m,"[(16, 1)]"
making,"[(16, 1), (31, 2), (34, 1), (69, 1), (73, 1), (75, 1), (114, 1), (116, 2), (117, 1), (122, 1), (150, 1), (159, 1), (165, 1), (179, 1), (198, 1)]"
baked,"[(16, 1), (47, 1)]"
yeast,"[(16, 1)]"
turned,"[(16, 1)]"
really,"[(16, 1), (76, 1), (151, 1), (162, 1), (198, 1)]"
chole,"[(16, 1)]"
medley,"[(17, 1), (63, 1)]"
roasted,"[(17, 1), (19, 1), (30, 1), (32, 2), (34, 1), (47, 1), (70, 1), (77, 1), (81, 2), (91, 1), (98, 1), (101, 1), (118, 1), (129, 2), (136, 1), (148, 1), (152, 2), (191, 1), (196, 1), (201, 1)]"
combined,"[(17, 1), (57, 1), (65, 1), (111, 1), (129, 1), (148, 1), (179, 1), (187, 1)]"
mushroom,"[(17, 2), (25, 2), (31, 2), (39, 1), (62, 1), (127, 1)]"
shagoti,"[(17, 1)]"
goan,"[(17, 1), (20, 1), (25, 2), (45, 1), (62, 3), (66, 1), (75, 1), (117, 2), (135, 2), (153, 1), (168, 1), (171, 1)]"
bursting,"[(17, 1)]"
hint,"[(17, 1), (84, 1), (87, 1)]"
sourness,"[(17, 1), (116, 3)]"
seeds,"[(17, 1), (32, 1), (39, 1), (56, 1), (67, 1), (70, 1), (99, 1), (107, 2), (116, 1), (124, 1), (127, 1), (131, 1), (149, 2), (152, 1), (154, 1), (161, 2), (165, 1)]"
star,"[(17, 1), (35, 1), (51, 1), (160, 1)]"
ingredient,"[(17, 1), (19, 1), (26, 2), (71, 1), (89, 1), (121, 1), (158, 1), (165, 1), (179, 1), (195, 1)]"
something,"[(17, 1), (60, 2), (167, 1)]"
worth,"[(17, 1)]"
try,"[(17, 1), (18, 1), (24, 1), (76, 1), (84, 1), (89, 1), (92, 1), (124, 1), (139, 2), (167, 1)]"
amritsari,"[(18, 1)]"
fries,"[(18, 1), (74, 1), (196, 1)]"
extremely,"[(18, 1), (62, 1), (100, 1), (103, 1), (136, 1), (155, 1)]"
amritsar,"[(18, 1)]"
over,"[(18, 1), (47, 1), (49, 1)]"
instead,"[(18, 1), (38, 1), (48, 1), (105, 1), (111, 1), (131, 1), (165, 1)]"
frying,"[(18, 1), (36, 1), (161, 1), (165, 1), (175, 1)]"
after,"[(18, 1), (49, 1), (192, 1), (196, 1)]"
dipping,"[(18, 1)]"
shallow,"[(18, 1), (44, 1), (163, 1), (165, 1), (175, 1)]"
marinated,"[(18, 1), (30, 1)]"
yes,"[(18, 1)]"
tempered,"[(18, 1), (51, 1), (114, 1), (116, 1), (131, 1), (152, 1), (171, 1)]"
little,"[(18, 1), (34, 1), (75, 2), (84, 1)]"
definitely,"[(18, 1), (136, 1)]"
give,"[(18, 1), (121, 1), (164, 1)]"
cook,"[(18, 1), (34, 1), (57, 1), (60, 1), (78, 1), (86, 1), (145, 1), (192, 1)]"
mid,"[(18, 1)]"
week,"[(18, 1)]"
surprise,"[(18, 1)]"
family,"[(18, 1), (147, 1)]"
udupi,"[(19, 2), (130, 2), (169, 1)]"
ash,"[(19, 2), (128, 2)]"
gourd,"[(19, 2), (50, 3), (54, 3), (67, 1), (93, 2), (97, 1), (101, 2), (120, 1), (128, 2), (131, 2), (149, 1), (179, 1), (181, 1), (185, 2), (191, 1), (201, 1)]"
based,"[(19, 1), (23, 1), (25, 1), (33, 1), (50, 1), (62, 1), (90, 1), (176, 1), (190, 1), (193, 1)]"
being,"[(19, 1), (121, 1)]"
main,"[(19, 1), (54, 1), (71, 1), (89, 1), (100, 1), (158, 1), (183, 1)]"
their,"[(19, 1), (26, 1), (39, 1), (70, 1), (83, 1), (100, 1), (138, 1), (196, 1)]"
strong,"[(19, 1)]"
wonderful,"[(19, 1), (93, 1), (105, 1), (186, 1), (191, 1), (199, 1)]"
aroma,"[(19, 1), (46, 1), (196, 1), (197, 1)]"
patol,"[(20, 1)]"
bhaji,"[(20, 2)]"
available,"[(20, 1), (62, 1), (105, 1), (151, 1), (182, 1), (187, 1)]"
tea,"[(20, 1)]"
stalls,"[(20, 1), (166, 1)]"
pav,"[(20, 1)]"
breakfast,"[(20, 1), (29, 1), (37, 2), (41, 1), (78, 1), (126, 2), (154, 1), (159, 1), (166, 1), (177, 1), (184, 1)]"
chettinad,"[(21, 2), (27, 2), (31, 2), (46, 5), (49, 5), (82, 2), (94, 2), (105, 7), (148, 1), (151, 1), (157, 2), (189, 3)]"
sura,"[(21, 1)]"
meen,"[(21, 1)]"
kuzhambu,"[(21, 1), (49, 1), (82, 1), (88, 1), (157, 1), (181, 1)]"
aka,"[(21, 1)]"
shark,"[(21, 4)]"
quintessential,"[(21, 1), (149, 1)]"
hence,"[(21, 1), (108, 1), (109, 1), (133, 1), (181, 1)]"
typically,"[(21, 1), (46, 1), (188, 1)]"
eaten,"[(21, 1), (33, 1), (41, 2), (88, 1), (101, 1), (139, 1), (188, 1), (196, 1)]"
entire,"[(21, 1)]"
specially,"[(21, 1), (143, 1)]"
believed,"[(21, 1)]"
breastfeeding,"[(21, 1)]"
mothers,"[(21, 1)]"
increases,"[(21, 1)]"
supply,"[(21, 1)]"
new,"[(21, 1)]"
born,"[(21, 1)]"
increase,"[(21, 1), (76, 1)]"
body,"[(21, 1), (26, 1), (31, 1), (63, 1), (78, 1), (181, 1)]"
heat,"[(21, 1), (66, 1), (78, 1)]"
so,"[(21, 1), (67, 1), (75, 1), (78, 1), (105, 1), (146, 1), (171, 1)]"
its,"[(21, 1), (49, 1), (73, 1), (78, 1), (91, 1), (101, 1), (102, 1), (105, 1), (110, 1), (159, 1), (173, 1), (195, 1)]"
suggested,"[(21, 1)]"
consume,"[(21, 1)]"
wisely,"[(21, 1)]"
vada,"[(22, 3)]"
chana,"[(22, 1), (89, 2), (114, 1), (120, 3), (123, 3), (128, 1), (179, 1)]"
dal,"[(22, 1), (35, 2), (41, 1), (52, 3), (58, 1), (63, 3), (77, 1), (79, 1), (81, 1), (86, 4), (89, 4), (92, 1), (93, 3), (95, 1), (98, 1), (108, 1), (113, 5), (114, 4), (116, 8), (122, 1), (128, 2), (132, 1), (150, 3), (152, 3), (153, 1), (162, 3), (169, 1), (177, 1), (179, 1), (190, 1), (191, 1), (196, 3)]"
tomato,"[(22, 1), (34, 1), (50, 2), (57, 1), (61, 1), (103, 1), (112, 1), (134, 3), (136, 1), (147, 1), (164, 1), (189, 1), (193, 1), (197, 1)]"
paneer,"[(23, 1), (24, 1), (30, 2), (37, 1), (57, 3), (81, 1), (96, 1), (147, 1), (159, 1), (193, 3), (197, 3), (198, 3)]"
gassi,"[(23, 1), (123, 6)]"
chilli,"[(23, 1), (81, 2), (96, 1), (153, 1)]"
coastal,"[(23, 1)]"
mangalore,"[(23, 3), (58, 1), (73, 1), (179, 4)]"
traditionally,"[(23, 1), (88, 1), (113, 1), (116, 1), (135, 1)]"
lovely,"[(23, 1), (43, 1), (87, 1), (96, 1), (154, 1)]"
blend,"[(23, 1), (62, 1), (66, 1), (68, 1), (105, 1), (157, 1), (162, 1)]"
fragrant,"[(23, 1), (148, 1)]"
quite,"[(23, 1), (145, 1)]"
unique,"[(23, 1), (61, 1), (75, 1), (88, 1), (197, 1)]"
cultural,"[(23, 1)]"
heritage,"[(23, 1)]"
mostly,"[(23, 1), (70, 1), (153, 1), (165, 1), (187, 1)]"
influenced,"[(23, 1)]"
tulu,"[(23, 1)]"
speaking,"[(23, 3)]"
bunts,"[(23, 1)]"
kannada,"[(23, 1)]"
brahmins,"[(23, 2)]"
catholics,"[(23, 1)]"
goud,"[(23, 1)]"
saraswat,"[(23, 1)]"
name,"[(23, 1), (53, 1), (115, 1), (141, 1), (175, 1)]"
veg,"[(24, 1), (139, 1), (171, 2), (180, 1)]"
mughlai,"[(24, 1), (89, 2), (132, 1), (173, 3)]"
where,"[(24, 1), (42, 1), (56, 1), (57, 1), (64, 1), (69, 1), (80, 1), (132, 1), (163, 1), (166, 1), (169, 1), (171, 1)]"
crumbled,"[(24, 1)]"
tossed,"[(24, 1), (26, 1), (44, 1), (57, 1), (81, 1), (103, 1), (112, 1), (127, 1), (132, 1), (157, 1), (158, 1), (166, 1), (197, 1), (200, 1)]"
veggies,"[(24, 1)]"
filled,"[(24, 1), (186, 1)]"
eggs,"[(24, 1), (192, 1)]"
shape,"[(24, 1), (175, 1)]"
thick,"[(24, 1), (111, 1), (122, 1), (144, 1), (187, 1)]"
fat,"[(24, 1), (50, 1), (100, 1), (136, 1)]"
square,"[(24, 1)]"
packet,"[(24, 1)]"
tangy,"[(24, 1), (66, 2), (79, 1), (90, 1), (107, 1), (116, 1), (144, 1), (176, 1), (191, 1), (194, 1)]"
mint,"[(24, 1), (51, 2), (65, 2), (69, 2)]"
coriander,"[(24, 1), (32, 1), (51, 2), (57, 1), (65, 3), (70, 1), (113, 1), (124, 1), (130, 1), (155, 1), (161, 1), (184, 1), (200, 1)]"
chutney,"[(24, 1), (78, 1), (131, 1), (152, 4), (186, 1)]"
best,"[(24, 1), (54, 1), (62, 1), (115, 1), (116, 2), (171, 1), (194, 1)]"
festival,"[(24, 1), (41, 1), (75, 1), (143, 1), (169, 1), (185, 1)]"
special,"[(24, 1), (97, 1), (165, 1), (166, 1), (171, 1), (174, 1), (188, 1)]"
occasions,"[(24, 1), (97, 1), (171, 1), (188, 1)]"
minced,"[(24, 1), (106, 1)]"
keema,"[(24, 1), (64, 2), (106, 1), (159, 2)]"
mutton,"[(24, 1), (89, 1), (106, 2), (155, 4)]"
created,"[(24, 1), (58, 1), (59, 1)]"
scramble,"[(24, 1)]"
vindaloo,"[(25, 2)]"
pork,"[(25, 1)]"
introduced,"[(25, 1), (100, 1)]"
portuguese,"[(25, 1)]"
goa,"[(25, 1), (92, 1)]"
vinegar,"[(25, 1)]"
infused,"[(25, 1)]"
andhra,"[(26, 2), (50, 1), (70, 2), (86, 1), (93, 2), (97, 2), (104, 2), (112, 1), (152, 2), (191, 5)]"
davva,"[(26, 1)]"
aava,"[(26, 1)]"
koora,"[(26, 1), (50, 1), (93, 1), (112, 1), (143, 2)]"
sweet,"[(26, 2), (66, 2), (79, 3), (84, 1), (107, 1), (143, 1), (168, 1), (194, 1), (200, 2)]"
banana,"[(26, 5), (37, 3), (75, 1), (90, 2), (117, 1), (153, 1), (194, 1)]"
peanut,"[(26, 1), (99, 1)]"
crunchy,"[(26, 1), (72, 1), (114, 1), (115, 1)]"
peanuts,"[(26, 1), (70, 1), (81, 2), (99, 2), (101, 1)]"
house,"[(26, 1), (60, 1), (167, 1)]"
hold,"[(26, 1)]"
diabetic,"[(26, 1), (150, 1)]"
friendly,"[(26, 1), (150, 1)]"
helps,"[(26, 1), (99, 1), (117, 1), (179, 1)]"
solve,"[(26, 1)]"
gastric,"[(26, 1)]"
problems,"[(26, 1)]"
rasam,"[(27, 3), (34, 2), (71, 1), (95, 1), (172, 3), (191, 1)]"
powder,"[(27, 3), (47, 1), (57, 1), (81, 1), (96, 1), (124, 2), (153, 1), (172, 1), (174, 1)]"
homes,"[(27, 1), (63, 1)]"
charu,"[(27, 1)]"
saaru,"[(27, 1), (85, 2), (125, 2)]"
flavourful,"[(27, 1), (40, 1), (49, 2), (61, 1), (66, 1), (115, 1), (138, 1), (145, 1), (188, 1)]"
soup,"[(27, 2), (125, 2)]"
tomatoes,"[(27, 1), (39, 1), (44, 1), (47, 1), (57, 1), (118, 1), (121, 1), (136, 1), (189, 1), (197, 1)]"
lentil,"[(27, 1), (150, 1), (162, 2), (169, 1), (174, 1), (175, 2), (196, 2)]"
broth,"[(27, 1), (134, 1)]"
sipped,"[(27, 1)]"
appetiser,"[(27, 1)]"
properties,"[(27, 1), (160, 1)]"
bigger,"[(27, 1)]"
batches,"[(27, 1)]"
store,"[(27, 1), (121, 2)]"
them,"[(27, 1), (37, 1), (74, 1), (100, 1), (105, 1), (109, 1), (137, 1), (161, 2)]"
airtight,"[(27, 1)]"
container,"[(27, 1)]"
stays,"[(27, 1)]"
months,"[(27, 1)]"
if,"[(28, 1), (60, 1), (137, 1), (191, 1)]"
kadhi,"[(28, 2), (130, 1), (156, 1), (176, 1)]"
chawal,"[(28, 1), (95, 2)]"
absolutely,"[(28, 1), (122, 1), (174, 1), (183, 1), (200, 1)]"
meal,"[(28, 1), (29, 1), (30, 1), (41, 1), (46, 1), (48, 1), (54, 1), (71, 2), (76, 1), (77, 1), (78, 1), (103, 1), (118, 1), (138, 1), (140, 1), (151, 1), (163, 1), (188, 1), (194, 1), (196, 1)]"
bowl,"[(28, 1), (157, 1)]"
kathiyawadi,"[(28, 1), (102, 1)]"
bhaat,"[(28, 1), (99, 2)]"
na,"[(28, 1), (137, 1)]"
rasawala,"[(28, 1)]"
muthia,"[(28, 1)]"
dhokla,"[(28, 1)]"
dumplings,"[(28, 1), (52, 1), (113, 1)]"
stuffed,"[(29, 3), (37, 3), (40, 1), (59, 1), (64, 1), (77, 1), (79, 2), (96, 1), (101, 2), (102, 1), (159, 2), (177, 1)]"
mooli,"[(29, 2), (96, 1)]"
wholesome,"[(29, 1), (46, 1), (54, 1), (98, 1), (132, 1), (150, 1), (156, 1), (174, 1), (179, 1), (184, 1)]"
white,"[(29, 1)]"
