word,postings
radish,"[(29, 1), (96, 1), (153, 1)]"
dough,"[(29, 1), (55, 1), (76, 1), (77, 1)]"
throughout,"[(29, 1)]"
year,"[(29, 1), (182, 1)]"
tikka,"[(30, 2), (141, 1)]"
pulao,"[(30, 1), (51, 4), (87, 1)]"
pot,"[(30, 1), (60, 1), (88, 1), (89, 1), (93, 1), (151, 2)]"
pan,"[(30, 1), (42, 1), (73, 1), (112, 1), (165, 1), (174, 1)]"
pressure,"[(30, 1), (93, 1), (117, 1), (179, 1)]"
cooker,"[(30, 1), (93, 1)]"
pepper,"[(31, 3), (46, 1), (68, 1), (127, 1), (186, 2)]"
having,"[(31, 1), (116, 1)]"
prominent,"[(31, 1)]"
mushrooms,"[(31, 1), (39, 1), (62, 1), (123, 1), (127, 1)]"
storehouse,"[(31, 1)]"
source,"[(31, 1), (90, 1), (117, 2), (162, 1), (179, 1)]"
calcium,"[(31, 1), (172, 1)]"
vitamin,"[(31, 1), (76, 1), (99, 2), (139, 3), (186, 1)]"
d,"[(31, 1)]"
beneficial,"[(31, 1)]"
bone,"[(31, 1)]"
immune,"[(31, 1), (50, 1), (117, 1), (186, 1)]"
system,"[(31, 1), (50, 1), (117, 1), (186, 1)]"
semi,"[(31, 1)]"
eggplant,"[(32, 2)]"
chickpea,"[(32, 2), (201, 1)]"
flavorful,"[(32, 1), (189, 1)]"
turmeric,"[(32, 1), (87, 1), (153, 1)]"
garam,"[(32, 1), (47, 1), (57, 1), (64, 1), (121, 1), (124, 1)]"
leave,"[(32, 1), (46, 1), (109, 1)]"
delectable,"[(32, 1), (50, 1), (60, 1), (104, 1), (114, 1)]"
palate,"[(32, 1), (129, 1)]"
mustard,"[(32, 1), (107, 2), (116, 1), (131, 1), (152, 1), (154, 1), (156, 1), (171, 1), (174, 1), (200, 1)]"
breads,"[(32, 1), (56, 1)]"
omakka,"[(33, 1)]"
papaya,"[(33, 1)]"
matta,"[(33, 1)]"
urulaizhilangu,"[(34, 2)]"
podimas,"[(34, 2), (98, 1)]"
time,"[(34, 1), (41, 1), (74, 1), (87, 1), (90, 1), (102, 1), (115, 1), (137, 1), (138, 1), (156, 1), (163, 1), (173, 1), (186, 1), (193, 1)]"
perfect,"[(34, 1), (41, 1), (52, 1), (60, 1), (66, 1), (78, 1), (81, 1), (84, 1), (85, 1), (86, 1), (92, 1), (123, 1), (126, 1), (159, 1), (179, 1), (184, 1), (192, 1)]"
rainy,"[(34, 1), (62, 1)]"
healthier,"[(34, 1)]"
pack,"[(34, 1), (60, 1), (76, 1), (139, 1), (156, 1)]"
kids,"[(34, 1), (36, 1), (76, 1), (101, 1), (109, 1), (119, 1), (186, 2)]"
box,"[(34, 1), (76, 2), (78, 1), (156, 1), (186, 2)]"
amazing,"[(34, 1), (46, 1), (115, 1), (142, 2)]"
weeknight,"[(34, 1), (54, 1), (57, 1), (72, 1), (114, 1), (119, 1), (134, 1), (156, 1), (181, 1), (186, 1), (197, 1)]"
papads,"[(34, 1)]"
olya,"[(35, 1)]"
kaju,"[(35, 1)]"
chi,"[(35, 1)]"
amti,"[(35, 1), (99, 2)]"
malvani,"[(35, 1), (195, 4)]"
toor,"[(35, 1), (86, 1), (89, 1), (93, 2), (113, 4), (116, 1), (191, 1)]"
masoor,"[(35, 1), (89, 1), (116, 1), (150, 2), (152, 2)]"
together,"[(35, 1), (37, 1), (63, 1), (103, 1), (119, 1), (168, 1)]"
tadka,"[(35, 1), (41, 1), (122, 1), (148, 1), (154, 1)]"
not,"[(35, 1), (74, 1), (80, 1), (121, 1), (131, 1), (133, 1), (159, 1)]"
forget,"[(35, 1)]"
cashew,"[(35, 1), (132, 1), (164, 1), (185, 1)]"
nuts,"[(35, 1), (132, 1), (199, 1)]"
rajma,"[(36, 1), (95, 1), (165, 2)]"
saagwala,"[(36, 1)]"
power,"[(36, 1)]"
enriched,"[(36, 1)]"
kidney,"[(36, 1)]"
beans,"[(36, 1), (49, 1), (92, 3), (119, 2), (135, 1), (143, 1), (157, 2), (162, 1), (166, 3), (172, 3)]"
minimal,"[(36, 1), (186, 1), (201, 1)]"
know,"[(36, 1), (100, 1)]"
super,"[(36, 1), (37, 2)]"
loaded,"[(36, 1)]"
tons,"[(36, 1)]"
side,"[(36, 1), (40, 1), (41, 1), (42, 1), (53, 2), (81, 2), (86, 2), (95, 1), (97, 1), (103, 1), (110, 1), (111, 1), (116, 1), (122, 1), (138, 1), (144, 1), (157, 1), (163, 1), (165, 1), (181, 1), (185, 1), (191, 1)]"
phulkas,"[(36, 1), (71, 1), (72, 1), (111, 1), (114, 1), (186, 1)]"
lunchbox,"[(36, 1)]"
raw,"[(37, 3), (75, 1), (83, 1), (84, 1), (90, 2), (98, 1), (107, 1), (117, 1), (130, 1), (153, 2), (161, 1), (168, 2), (200, 1)]"
contains,"[(37, 1), (47, 1), (127, 1)]"
two,"[(37, 1), (189, 1)]"
nutritional,"[(37, 1), (100, 1), (110, 1)]"
value,"[(37, 1)]"
parathas,"[(37, 1), (41, 1), (71, 1), (72, 1), (77, 1), (103, 1), (110, 1), (186, 1)]"
staple,"[(37, 1), (63, 1), (176, 1)]"
north,"[(37, 1), (48, 1), (106, 1), (133, 1), (173, 1), (176, 1), (193, 1)]"
people,"[(37, 1), (48, 1), (73, 1), (77, 1), (99, 1), (139, 1), (158, 1), (171, 1), (172, 1)]"
stuffing,"[(37, 1), (96, 1), (159, 2), (177, 1)]"
rare,"[(37, 1)]"
put,"[(37, 1)]"
guilt,"[(37, 1)]"
morning,"[(37, 1)]"
kappa,"[(38, 1)]"
biryani,"[(38, 2), (46, 2), (53, 2), (103, 1), (147, 2), (151, 8)]"
twist,"[(38, 1), (167, 1), (199, 1)]"
beef,"[(38, 1)]"
us,"[(38, 1)]"
aware,"[(38, 1)]"
since,"[(38, 1), (109, 1), (110, 1), (122, 1), (172, 1)]"
tapioca,"[(38, 1)]"
consumed,"[(38, 1)]"
kodava,"[(39, 2)]"
kummu,"[(39, 2)]"
hails,"[(39, 1)]"
district,"[(39, 1)]"
coorg,"[(39, 1), (56, 3)]"
locally,"[(39, 1)]"
language,"[(39, 1)]"
jeera,"[(39, 1), (136, 1), (147, 1)]"
saut,"[(39, 1), (158, 1)]"
ed,"[(39, 1), (158, 1)]"
onions,"[(39, 1), (47, 1), (73, 1), (111, 1), (122, 1), (129, 1), (189, 1)]"
gilka,"[(40, 2)]"
silk,"[(40, 1)]"
squash,"[(40, 1)]"
another,"[(40, 1)]"
level,"[(40, 1), (90, 1)]"
filling,"[(40, 1), (79, 1), (96, 1), (126, 1), (199, 1)]"
mixture,"[(40, 1)]"
versatile,"[(40, 1), (192, 1)]"
stuff,"[(40, 1), (137, 1)]"
brinjals,"[(40, 1), (191, 1)]"
okra,"[(40, 1), (129, 1)]"
etc,"[(40, 1), (74, 1), (99, 1), (165, 1)]"
dubki,"[(41, 1)]"
wale,"[(41, 1)]"
mathura,"[(41, 1)]"
uttar,"[(41, 1), (120, 1), (201, 1)]"
pradesh,"[(41, 1), (93, 1), (120, 1), (201, 1)]"
famously,"[(41, 1)]"
puris,"[(41, 2), (95, 1), (115, 1), (126, 1), (177, 1)]"
fasting,"[(41, 1), (99, 1), (139, 1)]"
popularly,"[(41, 1), (65, 1)]"
either,"[(41, 1)]"
weekend,"[(41, 1), (49, 1), (60, 1), (136, 1), (177, 1)]"
brunch,"[(41, 1)]"
masaledar,"[(42, 1)]"
moongphali,"[(42, 1)]"
tilwale,"[(42, 1)]"
baby,"[(42, 1)]"
ginger,"[(42, 1), (96, 1), (122, 1), (131, 1), (154, 1), (155, 1), (170, 1)]"
masalas,"[(42, 1), (79, 1)]"
finished,"[(42, 1)]"
squeeze,"[(42, 1)]"
lemon,"[(42, 1), (98, 1), (116, 1), (118, 1), (166, 1)]"
lagan,"[(43, 1)]"
ki,"[(43, 1), (81, 1), (114, 1), (139, 2), (161, 1), (198, 2), (201, 1)]"
machli,"[(43, 1)]"
pomfret,"[(43, 1)]"
tamatar,"[(44, 1), (103, 1), (114, 1)]"
wali,"[(44, 1)]"
colocasia,"[(44, 2), (71, 1), (95, 1)]"
par,"[(44, 1)]"
panch,"[(44, 2), (111, 1), (156, 3), (174, 1)]"
phoran,"[(44, 2), (174, 1)]"
lends,"[(44, 1), (51, 1)]"
beautiful,"[(44, 1), (51, 1)]"
bimbla,"[(45, 1)]"
uddamethi,"[(45, 1), (75, 1), (168, 1)]"
bilimbi,"[(45, 1)]"
vegetarian,"[(45, 1), (46, 1), (48, 1), (77, 1), (105, 1), (118, 1), (165, 1), (193, 1), (195, 1)]"
sour,"[(45, 1), (84, 1), (118, 2), (168, 1)]"
bimba,"[(45, 1)]"
fruits,"[(45, 1)]"
prawn,"[(46, 2)]"
assorted,"[(46, 1), (136, 1)]"
wide,"[(46, 1)]"
usage,"[(46, 1)]"
shallots,"[(46, 1), (88, 1)]"
black,"[(46, 1), (120, 1), (127, 1), (135, 1), (177, 2), (187, 1)]"
integral,"[(46, 1), (68, 1), (188, 1)]"
rustic,"[(46, 1), (85, 1), (118, 1), (120, 1)]"
brings,"[(46, 1), (57, 1), (120, 1), (136, 1), (156, 1)]"
preparations,"[(46, 1), (159, 1)]"
both,"[(46, 2), (108, 1)]"
nonvegetarian,"[(46, 1)]"
equal,"[(46, 1)]"
impact,"[(46, 1)]"
versions,"[(46, 1)]"
raita,"[(46, 1), (57, 1), (119, 1), (182, 2)]"
complete,"[(46, 1), (49, 1), (71, 1)]"
itself,"[(46, 1), (73, 1), (101, 1)]"
wings,"[(47, 3)]"
bhuna,"[(47, 2), (155, 2)]"
take,"[(47, 1)]"
crispy,"[(47, 1), (55, 1), (64, 2), (90, 1), (112, 1), (114, 1), (126, 1), (137, 1)]"
base,"[(47, 1), (56, 1), (68, 1), (73, 1), (112, 1), (148, 1)]"
curries,"[(47, 1), (83, 1), (133, 2)]"
almost,"[(47, 1), (105, 1), (195, 1)]"
perfectly,"[(47, 1), (137, 1)]"
till,"[(47, 1)]"
they,"[(47, 1), (70, 1), (83, 1), (99, 1), (110, 1), (117, 1), (126, 3), (163, 1), (166, 1), (172, 1), (179, 1), (196, 1)]"
top,"[(47, 1), (124, 1)]"
soft,"[(47, 1), (76, 1), (79, 1), (90, 1), (112, 1), (159, 1)]"
succulent,"[(47, 1), (136, 1)]"
inside,"[(47, 1), (112, 1)]"
tripura,"[(48, 3)]"
kosoi,"[(48, 2)]"
bwtwi,"[(48, 2)]"
east,"[(48, 1), (133, 1)]"
delicacy,"[(48, 1), (78, 1), (152, 1)]"
tofu,"[(48, 1), (100, 2)]"
shrimp,"[(48, 1)]"
sauce,"[(48, 1), (146, 1), (200, 1)]"
manages,"[(48, 1)]"
content,"[(48, 1), (76, 1), (90, 1)]"
associated,"[(49, 1)]"
recipes,"[(49, 2), (62, 1), (77, 1), (105, 1), (165, 2), (173, 1), (195, 1)]"
however,"[(49, 2), (118, 1), (187, 1)]"
interesting,"[(49, 1), (111, 1), (165, 1)]"
household,"[(49, 1), (153, 1)]"
mandi,"[(49, 4), (178, 1)]"
amaranth,"[(49, 2), (85, 1)]"
greens,"[(49, 2), (74, 3), (85, 1), (109, 1), (130, 1)]"
regular,"[(49, 1), (109, 1), (165, 1), (167, 1), (191, 1), (199, 1)]"
basis,"[(49, 1)]"
means,"[(49, 1)]"
leftover,"[(49, 1)]"
washing,"[(49, 1)]"
basic,"[(49, 1), (165, 1), (189, 1), (197, 1)]"
found,"[(49, 1)]"
kitchen,"[(49, 1), (65, 1), (192, 1), (197, 1)]"
yet,"[(49, 1), (114, 1), (120, 1), (154, 1), (167, 1), (171, 1)]"
turns,"[(49, 1), (139, 1)]"
pretty,"[(49, 1), (102, 2), (182, 1), (186, 1)]"
optional,"[(49, 1), (72, 1)]"
more,"[(49, 1), (67, 1), (69, 1), (78, 1), (80, 1), (83, 1), (122, 1), (126, 1), (155, 1), (159, 1), (171, 1), (196, 1)]"
richer,"[(49, 1)]"
paruppu,"[(49, 1), (181, 1)]"
urundai,"[(49, 1)]"
beerakaya,"[(50, 1)]"
ridge,"[(50, 3), (54, 3), (67, 1), (120, 1), (131, 3), (149, 1)]"
colourful,"[(50, 1), (186, 1)]"
low,"[(50, 1), (100, 1), (160, 1), (179, 1)]"
saturated,"[(50, 1)]"
calories,"[(50, 1), (160, 1)]"
aids,"[(50, 1), (99, 1)]"
weight,"[(50, 1), (99, 1)]"
loss,"[(50, 1), (99, 1)]"
heal,"[(50, 1)]"
jaundice,"[(50, 1)]"
strengthen,"[(50, 1)]"
against,"[(50, 1)]"
infection,"[(50, 1)]"
bay,"[(51, 1), (147, 1)]"
cinnamon,"[(51, 1), (70, 1), (147, 1)]"
stick,"[(51, 1)]"
anise,"[(51, 1)]"
these,"[(51, 1), (105, 1), (115, 1), (137, 1), (159, 1), (166, 1)]"
needless,"[(51, 1)]"
say,"[(51, 1), (137, 1)]"
generous,"[(51, 1)]"
amount,"[(51, 1), (63, 1), (186, 1)]"
add,"[(51, 1), (81, 1), (115, 1), (136, 1), (158, 1), (189, 1)]"
rajasthani,"[(52, 2)]"
muthiya,"[(52, 1)]"
yellow,"[(52, 1), (73, 1), (108, 1), (162, 2), (196, 1)]"
mogar,"[(52, 1)]"
similar,"[(52, 1), (169, 1), (191, 1), (198, 1)]"
baat,"[(52, 1)]"
others,"[(52, 1), (100, 1)]"
brinjal,"[(53, 1), (82, 1), (112, 1), (174, 1)]"
suggests,"[(53, 1), (115, 1)]"
bangalore,"[(53, 1)]"
restaurants,"[(53, 1), (60, 1), (105, 1), (193, 1)]"
weddings,"[(53, 1), (103, 1), (194, 1)]"
biryanis,"[(53, 2)]"
tanginess,"[(53, 1), (81, 1), (146, 1), (169, 1)]"
sweetness,"[(53, 1)]"
pairs,"[(53, 1)]"
pulaos,"[(53, 1)]"
tambli,"[(54, 3)]"
combines,"[(54, 1)]"
curd,"[(54, 1), (77, 1), (159, 1)]"
many,"[(54, 1), (77, 1), (85, 1), (101, 1), (125, 1), (139, 1), (159, 1), (160, 1), (172, 1), (179, 1), (180, 1)]"
mistake,"[(54, 1)]"
tasteless,"[(54, 1)]"
innumerable,"[(54, 1)]"
combining,"[(54, 1), (55, 1), (190, 1)]"
dollop,"[(54, 1)]"
comforting,"[(54, 1), (92, 1), (93, 1), (114, 1), (162, 1)]"
component,"[(54, 1)]"
dahi,"[(55, 1), (129, 1)]"
methi,"[(55, 2), (115, 4), (138, 1), (197, 3)]"
puri,"[(55, 3), (126, 1), (146, 1)]"
kumbala,"[(56, 2)]"
diced,"[(56, 1)]"
pumpkins,"[(56, 1)]"
resulting,"[(56, 1)]"
cumin,"[(56, 1), (67, 1), (68, 1), (72, 1), (96, 1), (116, 1), (127, 1), (154, 1), (161, 2), (196, 1)]"
akki,"[(56, 1), (101, 1), (109, 3)]"
rotti,"[(56, 1)]"
gluten,"[(56, 1), (95, 1), (109, 1)]"
free,"[(56, 1), (95, 1), (109, 1)]"
jalfrezi,"[(57, 3)]"
homemade,"[(57, 2), (172, 1)]"
puree,"[(57, 1), (61, 2)]"
mangalorean,"[(58, 2), (67, 2), (73, 1), (123, 3), (185, 1)]"
bendekayi,"[(58, 2), (67, 2)]"
huli,"[(58, 1), (67, 3), (85, 2), (113, 1), (140, 2)]"
koddel,"[(58, 1), (67, 2)]"
always,"[(58, 1), (73, 1), (151, 1)]"
must,"[(58, 1), (124, 1), (140, 1)]"
cut,"[(58, 1), (109, 1)]"
down,"[(58, 1)]"
otherwise,"[(58, 1)]"
ladies,"[(58, 1)]"
milagai,"[(59, 1), (187, 1)]"
bajji,"[(59, 1), (81, 1)]"
innovative,"[(59, 1)]"
feel,"[(60, 1)]"
eating,"[(60, 1), (151, 1), (196, 1)]"
exotic,"[(60, 1), (173, 1)]"
restaurant,"[(60, 1)]"
tastes,"[(60, 1), (62, 1), (92, 1), (95, 1), (171, 2)]"
exactly,"[(60, 1)]"
eat,"[(60, 2), (151, 2), (171, 3), (192, 1)]"
handi,"[(60, 1), (136, 2)]"
goodness,"[(60, 1), (170, 1)]"
parties,"[(60, 1), (167, 1)]"
luck,"[(60, 1)]"
xacuti,"[(62, 2)]"
wild,"[(62, 1)]"
forest,"[(62, 1)]"
season,"[(62, 1), (120, 1), (172, 1), (174, 1), (187, 1)]"
hand,"[(62, 1), (175, 1), (179, 1)]"
certain,"[(62, 1)]"
across,"[(62, 1)]"
navrang,"[(63, 1)]"
mix,"[(63, 1), (85, 1), (109, 2), (153, 1), (177, 1)]"
nine,"[(63, 1)]"
makhni,"[(63, 1)]"
cream,"[(63, 1), (136, 1), (145, 1), (183, 1)]"
provides,"[(63, 1)]"
delicately,"[(64, 1), (196, 1)]"
flaky,"[(64, 2)]"
crust,"[(64, 1)]"
hariyali,"[(65, 1), (141, 2)]"
cilantro,"[(65, 1)]"
west,"[(65, 1)]"
dhania,"[(65, 1)]"
sorak,"[(66, 1)]"
chillies,"[(66, 2), (68, 1), (131, 1), (136, 2), (144, 1), (152, 1), (154, 1), (170, 1), (180, 2), (200, 1)]"
notes,"[(66, 2), (168, 1)]"
jaggery,"[(66, 1), (75, 1), (168, 1)]"
kokum,"[(66, 1)]"
green,"[(66, 1), (75, 1), (81, 1), (83, 1), (90, 1), (96, 1), (108, 1), (111, 1), (131, 1), (132, 1), (141, 1), (148, 1), (149, 1), (154, 1), (161, 1), (162, 3), (164, 2), (170, 1), (171, 1), (182, 2), (184, 1), (200, 1)]"
bolu,"[(67, 3)]"
bhindi,"[(67, 2), (129, 3), (167, 2), (176, 1)]"
various,"[(67, 1), (89, 1), (165, 1), (172, 1)]"
chayote,"[(67, 1)]"
cucumber,"[(67, 1), (179, 3)]"
should,"[(67, 1)]"
saute,"[(67, 1)]"
until,"[(67, 1), (79, 1)]"
sliminess,"[(67, 1)]"
evaporated,"[(67, 1)]"
typical,"[(67, 1), (135, 1), (194, 1)]"
hing,"[(67, 1)]"
what,"[(67, 1), (75, 1)]"
waiting,"[(67, 1)]"
next,"[(67, 1), (74, 1), (115, 1)]"
weekday,"[(67, 1), (97, 1), (107, 1), (191, 1)]"
erissery,"[(68, 2)]"
famous,"[(68, 1), (91, 1), (105, 2), (109, 1), (113, 1), (169, 1), (172, 1), (177, 1)]"
onam,"[(68, 1)]"
sadya,"[(68, 1)]"
moilee,"[(69, 2)]"
twisted,"[(69, 1)]"
further,"[(69, 1)]"
enhance,"[(69, 1), (78, 1)]"
refreshing,"[(69, 1)]"
munakkada,"[(70, 1)]"
kura,"[(70, 1), (93, 1)]"
drumstick,"[(70, 2), (125, 1), (150, 1), (170, 2)]"
cardamom,"[(70, 1), (72, 1), (147, 1), (148, 1)]"
pods,"[(70, 1)]"
prefer,"[(70, 1)]"
seppakizhangu,"[(71, 1)]"
roast,"[(71, 1), (95, 1)]"
much,"[(71, 1), (182, 1)]"
loved,"[(71, 1), (106, 1)]"
taro,"[(71, 1), (95, 1)]"
cauliflower,"[(72, 1), (157, 2), (186, 2)]"
bell,"[(72, 2), (186, 3)]"
peppers,"[(72, 2), (186, 1)]"
carrots,"[(72, 2), (139, 1), (143, 1), (174, 1)]"
busy,"[(72, 1), (181, 1), (192, 1)]"
dinners,"[(72, 1)]"
saffron,"[(72, 1)]"
florets,"[(72, 1)]"
itcauliflower,"[(72, 1)]"
pita,"[(72, 1)]"
toasted,"[(72, 1)]"
butter,"[(72, 1), (163, 1), (164, 1), (193, 2)]"
kuvalyacho,"[(73, 1)]"
pollav,"[(73, 1)]"
sun,"[(73, 1)]"
dried,"[(73, 1), (118, 1), (197, 1)]"
lifestyle,"[(73, 1)]"
changed,"[(73, 1)]"
starting,"[(73, 1)]"
whatever,"[(73, 1)]"
true,"[(73, 1), (120, 1)]"
remain,"[(73, 1)]"
divine,"[(73, 1), (153, 1)]"
buy,"[(74, 1), (119, 1)]"
bunch,"[(74, 1)]"
leafy,"[(74, 1), (182, 1)]"
do,"[(74, 1), (92, 1), (133, 1), (137, 1)]"
throw,"[(74, 1)]"
away,"[(74, 1), (137, 1)]"
gorgeous,"[(74, 1)]"
include,"[(74, 1), (117, 1)]"
meals,"[(74, 1), (179, 1)]"
salads,"[(74, 1)]"
moongachi,"[(75, 1)]"
usali,"[(75, 1)]"
sprouted,"[(75, 1), (108, 1)]"
nutrition,"[(75, 1)]"
requires,"[(75, 1), (156, 1)]"
suitable,"[(75, 1)]"
about,"[(75, 1), (119, 1), (181, 1)]"
unexpected,"[(75, 1), (198, 1)]"
baal,"[(75, 1)]"
wadis,"[(75, 1)]"
pre,"[(75, 1)]"
schools,"[(75, 1)]"
children,"[(75, 1), (151, 1)]"
nutritious,"[(75, 1), (108, 1), (125, 1), (139, 1), (179, 1), (181, 1), (196, 1)]"
snack,"[(75, 1)]"
amlechi,"[(75, 1), (168, 1)]"
rava,"[(75, 1)]"
chapathi,"[(76, 1)]"
need,"[(76, 1), (115, 1), (121, 1), (196, 1)]"
mixing,"[(76, 1)]"
nutrient,"[(76, 1), (110, 1), (162, 1)]"
heart,"[(76, 1)]"
c,"[(76, 1), (139, 1), (186, 1)]"
fiber,"[(76, 1), (90, 1), (95, 1), (162, 1)]"
potassium,"[(76, 1), (117, 1), (179, 1)]"
adding,"[(76, 1), (124, 1), (149, 1), (158, 1)]"
create,"[(76, 1)]"
sattu,"[(77, 4)]"
ka,"[(77, 2), (111, 2)]"
channa,"[(77, 1)]"
sources,"[(77, 1)]"
bihar,"[(77, 1)]"
bihari,"[(77, 1)]"
common,"[(77, 1)]"
way,"[(77, 1), (82, 1), (100, 1)]"
herbs,"[(77, 1)]"
tawa,"[(77, 1), (136, 1), (156, 1)]"
baingan,"[(77, 1)]"
bharta,"[(77, 1)]"
delightful,"[(77, 1), (165, 1)]"
summer,"[(77, 1), (120, 1), (130, 1), (181, 1)]"
bajra,"[(78, 3), (115, 5), (190, 2)]"
provide,"[(78, 1)]"
consumption,"[(78, 1)]"
grain,"[(78, 1), (147, 1)]"
form,"[(78, 1)]"
winters,"[(78, 2)]"
millet,"[(78, 1), (115, 1), (190, 1)]"
own,"[(78, 1)]"
ideal,"[(78, 1), (109, 1)]"
carried,"[(78, 1)]"
bharwa,"[(79, 1), (101, 2)]"
karela,"[(79, 1), (101, 2)]"
becomes,"[(79, 1)]"
soya,"[(80, 4), (123, 1), (159, 2)]"
chaap,"[(80, 4)]"
asia,"[(80, 1), (173, 1)]"
especially,"[(80, 1), (99, 1)]"
pakistan,"[(80, 1), (155, 1)]"
bean,"[(80, 1), (162, 2), (172, 1)]"
mimics,"[(80, 1)]"
meat,"[(80, 2), (136, 1), (180, 1)]"
amazingly,"[(80, 1), (188, 1)]"
thus,"[(80, 1), (141, 1)]"
treat,"[(80, 1)]"
just,"[(80, 1), (109, 1), (146, 1), (151, 1), (189, 1)]"
vegetarians,"[(80, 1), (106, 1), (165, 1)]"
lovers,"[(80, 1), (87, 1)]"
marination,"[(80, 1)]"
plays,"[(80, 1)]"
key,"[(80, 1), (165, 1)]"
