word,postings
role,"[(80, 1)]"
tender,"[(80, 1), (83, 1), (122, 1), (185, 2)]"
amchoor,"[(81, 1)]"
panchmel,"[(81, 1)]"
kadai,"[(81, 1)]"
kara,"[(82, 1), (169, 1)]"
jackfruit,"[(83, 2), (153, 1)]"
enchor,"[(83, 1)]"
er,"[(83, 1)]"
dalana,"[(83, 1)]"
although,"[(83, 1), (116, 1), (182, 1)]"
fruit,"[(83, 1), (118, 1)]"
native,"[(83, 1), (100, 1)]"
cultivation,"[(83, 1)]"
majority,"[(83, 1)]"
western,"[(83, 1)]"
ghats,"[(83, 1)]"
places,"[(83, 1)]"
bengal,"[(83, 1)]"
pickles,"[(83, 1)]"
cutlets,"[(83, 1)]"
mango,"[(84, 1), (168, 2), (200, 1)]"
beautifully,"[(84, 1), (116, 1)]"
balance,"[(84, 1), (100, 1)]"
bitter,"[(84, 1), (97, 1), (101, 3), (115, 1)]"
right,"[(84, 1)]"
lip,"[(84, 1), (141, 1), (144, 1), (200, 1)]"
smacking,"[(84, 1), (141, 1), (144, 1), (200, 1)]"
today,"[(84, 1), (92, 1), (139, 1)]"
enjoy,"[(84, 1), (126, 1), (197, 1)]"
soppu,"[(85, 2)]"
fenugreek,"[(85, 1), (115, 1), (143, 1), (197, 2)]"
ulsoppu,"[(85, 1)]"
state,"[(85, 1), (105, 1)]"
mudde,"[(85, 1)]"
ragi,"[(85, 1), (170, 2)]"
balls,"[(85, 1), (108, 1), (113, 1), (165, 1)]"
palak,"[(86, 1)]"
rotis,"[(86, 1), (95, 1), (118, 1), (122, 1), (139, 1), (191, 1)]"
podi,"[(86, 1)]"
pappu,"[(86, 1)]"
half,"[(86, 1)]"
moong,"[(86, 1), (108, 2), (128, 1), (132, 1), (153, 1), (162, 3), (169, 1), (171, 1)]"
basanti,"[(87, 1)]"
heady,"[(87, 1)]"
fragrance,"[(87, 1)]"
gobindobhog,"[(87, 1)]"
soaked,"[(87, 1), (118, 1), (177, 1)]"
get,"[(87, 1), (138, 1), (142, 1)]"
golden,"[(87, 1)]"
overload,"[(87, 1)]"
cashews,"[(87, 1), (185, 1)]"
raisins,"[(87, 1), (199, 1)]"
perfume,"[(87, 1)]"
heaven,"[(87, 1)]"
been,"[(87, 1)]"
generations,"[(87, 1)]"
nice,"[(87, 1), (114, 1)]"
want,"[(87, 1), (171, 1), (191, 1), (192, 1)]"
indulge,"[(87, 1), (137, 1)]"
again,"[(87, 1), (167, 2)]"
kollu,"[(88, 1)]"
puli,"[(88, 1)]"
horse,"[(88, 1)]"
earthenware,"[(88, 1)]"
variety,"[(88, 1), (105, 1), (142, 2)]"
haleem,"[(89, 3)]"
hyderabad,"[(89, 1)]"
lamb,"[(89, 1), (136, 3)]"
broken,"[(89, 1)]"
dals,"[(89, 1)]"
oats,"[(89, 1)]"
kanch,"[(90, 1)]"
kolar,"[(90, 1)]"
kofta,"[(90, 2), (165, 2), (183, 1)]"
plantain,"[(90, 1), (191, 1)]"
favorite,"[(90, 1), (147, 1), (193, 1)]"
koftas,"[(90, 1), (165, 2)]"
dipped,"[(90, 1)]"
thin,"[(90, 1), (130, 1)]"
vitamins,"[(90, 1), (95, 1), (108, 1), (150, 1), (160, 1)]"
minerals,"[(90, 1), (95, 1), (99, 1), (108, 1), (150, 1), (160, 1)]"
starch,"[(90, 1)]"
present,"[(90, 1)]"
help,"[(90, 1), (99, 1), (100, 1)]"
controlling,"[(90, 1)]"
blood,"[(90, 1), (117, 1), (179, 1)]"
sugar,"[(90, 1), (179, 1)]"
manage,"[(90, 1)]"
kongunadu,"[(91, 2)]"
senai,"[(91, 1)]"
kilangu,"[(91, 1)]"
yam,"[(91, 2), (153, 1)]"
mixtures,"[(91, 1)]"
post,"[(92, 1)]"
french,"[(92, 3)]"
foogath,"[(92, 1)]"
accompanied,"[(92, 1), (93, 1), (169, 1)]"
sure,"[(92, 1), (139, 1), (167, 1), (199, 1)]"
sorakaya,"[(93, 1)]"
bottle,"[(93, 2), (179, 1), (181, 1), (191, 1)]"
sprouts,"[(94, 2), (171, 1)]"
antioxidants,"[(95, 1), (162, 1)]"
dietary,"[(95, 1)]"
appetizer,"[(95, 1), (141, 1), (165, 1)]"
starter,"[(95, 1)]"
cottage,"[(96, 1), (193, 1), (197, 1)]"
cheese,"[(96, 1), (193, 1), (197, 1)]"
salt,"[(96, 1), (187, 1)]"
ullikadala,"[(97, 2)]"
pulusu,"[(97, 2)]"
spring,"[(97, 2), (111, 1)]"
telugu,"[(97, 1)]"
winter,"[(97, 1), (143, 2), (182, 1), (196, 1)]"
gongura,"[(97, 1)]"
pachadi,"[(97, 1), (138, 1), (152, 1), (187, 1)]"
kakarakaya,"[(97, 1), (191, 1)]"
vepudu,"[(97, 1), (191, 1)]"
vazhakkai,"[(98, 1)]"
ayurvedic,"[(98, 1)]"
bananas,"[(98, 1), (161, 1)]"
less,"[(98, 1), (138, 1), (151, 1)]"
subtle,"[(98, 1), (157, 1), (169, 1)]"
asafoetida,"[(98, 1)]"
urad,"[(98, 1), (152, 1), (177, 1), (190, 1)]"
important,"[(98, 1), (100, 1), (196, 1)]"
bring,"[(98, 1)]"
shengdanachi,"[(99, 1)]"
maharashtrian,"[(99, 1), (134, 3), (154, 1), (184, 1)]"
varicha,"[(99, 2)]"
samo,"[(99, 1)]"
shengdanyachi,"[(99, 1)]"
holy,"[(99, 1), (139, 1)]"
month,"[(99, 1), (139, 1), (166, 1)]"
shravan,"[(99, 1), (139, 1)]"
fast,"[(99, 1)]"
fibre,"[(99, 1), (139, 1), (160, 1)]"
satiety,"[(99, 1)]"
b,"[(99, 1), (139, 1)]"
e,"[(99, 1)]"
magnesium,"[(99, 2)]"
zinc,"[(99, 1)]"
iron,"[(99, 1), (172, 1)]"
anti,"[(99, 1), (160, 2)]"
aging,"[(99, 1)]"
vegan,"[(100, 1), (183, 1)]"
already,"[(100, 2)]"
daily,"[(100, 1), (188, 1)]"
diet,"[(100, 1), (109, 1), (117, 1)]"
still,"[(100, 1), (109, 1)]"
thinking,"[(100, 1)]"
how,"[(100, 1)]"
introduce,"[(100, 1)]"
find,"[(100, 1), (105, 1), (151, 1)]"
coupled,"[(101, 1)]"
carries,"[(101, 1)]"
difficult,"[(101, 1)]"
adults,"[(101, 1)]"
kathiyawad,"[(102, 1)]"
gujarat,"[(102, 1)]"
compared,"[(102, 1)]"
bagare,"[(103, 1)]"
delicate,"[(103, 1), (137, 1)]"
silky,"[(103, 1)]"
muslim,"[(103, 1)]"
naans,"[(103, 1)]"
speciality,"[(104, 1), (140, 1)]"
nattu,"[(105, 4)]"
kozhi,"[(105, 5)]"
varuval,"[(105, 2)]"
among,"[(105, 1), (113, 1), (178, 1)]"
country,"[(105, 4), (142, 1)]"
originates,"[(105, 1)]"
spiciest,"[(105, 1)]"
preparing,"[(105, 1)]"
mainly,"[(105, 1), (153, 1)]"
non,"[(105, 1), (106, 1), (180, 1), (195, 1)]"
fantastic,"[(105, 1)]"
broiler,"[(105, 2)]"
cherished,"[(106, 1)]"
powders,"[(106, 1), (161, 1)]"
bendekaayi,"[(107, 1)]"
gojju,"[(107, 3), (144, 2), (169, 1), (194, 1)]"
saasive,"[(107, 1)]"
tempting,"[(108, 1)]"
petha,"[(108, 1)]"
wadi,"[(108, 3)]"
sundried,"[(108, 1)]"
split,"[(108, 1)]"
ones,"[(108, 1), (121, 1), (122, 1)]"
loads,"[(108, 1)]"
article,"[(109, 1)]"
slightly,"[(109, 1), (115, 1)]"
cannot,"[(109, 1)]"
advance,"[(109, 1)]"
kept,"[(109, 1)]"
tends,"[(109, 1)]"
may,"[(109, 1)]"
keep,"[(109, 1), (179, 1)]"
ready,"[(109, 1), (163, 1)]"
oils,"[(109, 1)]"
needed,"[(109, 1)]"
omit,"[(109, 1)]"
chili,"[(109, 1)]"
rest,"[(109, 1)]"
following,"[(109, 1)]"
turnips,"[(110, 3)]"
mom,"[(110, 1)]"
feed,"[(110, 1)]"
chapatis,"[(110, 1), (194, 1)]"
saying,"[(110, 1)]"
were,"[(110, 1)]"
actually,"[(110, 1)]"
never,"[(110, 1), (159, 1)]"
idea,"[(110, 1)]"
once,"[(110, 1), (137, 1), (165, 1)]"
grew,"[(110, 1)]"
older,"[(110, 1)]"
enough,"[(110, 1), (117, 1)]"
understand,"[(110, 1)]"
started,"[(110, 1)]"
liking,"[(110, 1)]"
matar,"[(111, 2), (139, 2), (161, 1), (164, 1)]"
aur,"[(111, 2)]"
chilke,"[(111, 2)]"
peas,"[(111, 3), (135, 1), (148, 1), (161, 1), (164, 2)]"
peel,"[(111, 3), (131, 2)]"
discarding,"[(111, 1), (131, 1)]"
spicing,"[(111, 1)]"
phoron,"[(111, 1), (156, 3)]"
only,"[(111, 1), (159, 2), (166, 1), (187, 1), (198, 1)]"
trick,"[(111, 1)]"
remove,"[(111, 1)]"
vein,"[(111, 1)]"
chilka,"[(111, 1)]"
peapod,"[(111, 1)]"
vankaya,"[(112, 1)]"
pakodi,"[(112, 1)]"
pakora,"[(112, 1), (156, 1)]"
pakoras,"[(112, 1)]"
outside,"[(112, 1), (151, 1), (192, 1)]"
paniyaram,"[(112, 1), (165, 1)]"
sandige,"[(113, 1)]"
shaped,"[(113, 1)]"
madhwa,"[(113, 1)]"
community,"[(113, 1)]"
devara,"[(113, 1)]"
samaradhane,"[(113, 1)]"
gathering,"[(113, 1)]"
trevti,"[(114, 2)]"
three,"[(114, 1)]"
mashed,"[(114, 1)]"
renders,"[(114, 1)]"
batata,"[(114, 1)]"
nu,"[(114, 1)]"
shaak,"[(114, 1)]"
ke,"[(114, 1)]"
poori,"[(115, 1)]"
puffed,"[(115, 1), (126, 1)]"
characteristic,"[(115, 1)]"
pooris,"[(115, 2), (171, 1)]"
earthy,"[(115, 1)]"
results,"[(115, 1)]"
drip,"[(115, 1)]"
khatti,"[(116, 4)]"
balanced,"[(116, 1)]"
spiciness,"[(116, 1), (173, 1)]"
couples,"[(116, 1)]"
pickle,"[(116, 1), (126, 1), (159, 1)]"
veggie,"[(116, 1)]"
pulp,"[(116, 1)]"
substitute,"[(116, 1)]"
elevates,"[(116, 1)]"
plantains,"[(117, 2)]"
regulating,"[(117, 1)]"
boost,"[(117, 1)]"
thekera,"[(118, 4)]"
tenga,"[(118, 4)]"
assamese,"[(118, 2), (133, 2), (188, 1)]"
souring,"[(118, 2)]"
agent,"[(118, 1)]"
pieces,"[(118, 1), (136, 1), (137, 1), (155, 2)]"
warm,"[(118, 1)]"
agents,"[(118, 1)]"
end,"[(118, 1), (124, 1)]"
slices,"[(118, 1)]"
steaming,"[(118, 1)]"
jhinga,"[(119, 1)]"
gawar,"[(119, 2)]"
shrimps,"[(119, 3), (163, 2)]"
cluster,"[(119, 2)]"
gets,"[(119, 1), (156, 1), (163, 1), (175, 1)]"
go,"[(119, 1), (167, 1), (168, 1)]"
fed,"[(119, 1)]"
alongside,"[(119, 1)]"
turai,"[(120, 1)]"
nenua,"[(120, 1)]"
goat,"[(121, 1)]"
marinate,"[(121, 1)]"
secret,"[(121, 1)]"
bought,"[(121, 2)]"
because,"[(121, 1)]"
kick,"[(121, 1)]"
crab,"[(122, 2)]"
monsoon,"[(122, 1)]"
craving,"[(122, 1)]"
crabs,"[(122, 2)]"
remedies,"[(122, 1)]"
bad,"[(122, 1)]"
remember,"[(122, 1)]"
choose,"[(122, 1)]"
smaller,"[(122, 2)]"
freshwater,"[(122, 1)]"
while,"[(122, 1), (137, 1), (164, 2), (175, 1)]"
juicier,"[(122, 1)]"
tastier,"[(122, 1)]"
ribbon,"[(122, 1)]"
salad,"[(122, 1), (123, 1), (157, 1), (200, 2)]"
asian,"[(122, 1)]"
sesame,"[(122, 1), (124, 2)]"
dressing,"[(122, 1)]"
kori,"[(123, 1)]"
chickpeas,"[(123, 1)]"
kala,"[(123, 1)]"
chunks,"[(123, 1)]"
luscious,"[(123, 1)]"
drool,"[(123, 1)]"
worthy,"[(123, 1)]"
parotta,"[(123, 3)]"
malabari,"[(123, 1)]"
magalorean,"[(123, 1)]"
neer,"[(123, 1)]"
dosa,"[(123, 1)]"
savory,"[(123, 1), (163, 1), (169, 1)]"
crepe,"[(123, 1)]"
thepla,"[(124, 1)]"
would,"[(124, 1), (151, 1)]"
relish,"[(124, 1)]"
subzi,"[(124, 1)]"
amchur,"[(124, 1)]"
rolled,"[(124, 1)]"
griddle,"[(124, 1)]"
murungai,"[(125, 1)]"
thanni,"[(125, 1)]"
light,"[(125, 1), (134, 1), (157, 1)]"
soothing,"[(125, 1)]"
throat,"[(125, 1)]"
reliefs,"[(125, 1)]"
sabji,"[(126, 1), (156, 1)]"
tummy,"[(126, 1)]"
od,"[(127, 1)]"
button,"[(127, 1)]"
coarse,"[(127, 1), (152, 1)]"
apart,"[(127, 1)]"
corns,"[(127, 1)]"
poosanikai,"[(128, 1)]"
rasavangi,"[(128, 2)]"
tamilnadu,"[(128, 1)]"
yogurt,"[(129, 2), (157, 1), (176, 1), (183, 1), (187, 1)]"
caramelized,"[(129, 1)]"
delight,"[(129, 1), (158, 1)]"
coolers,"[(130, 1)]"
kottambari,"[(130, 1)]"
variant,"[(130, 1)]"
sauteed,"[(130, 1), (185, 1)]"
smooth,"[(130, 1)]"
doodh,"[(131, 1)]"
jhinge,"[(131, 1), (149, 1)]"
gourds,"[(131, 1), (201, 1)]"
spiked,"[(131, 1)]"
later,"[(131, 1), (155, 1)]"
shahjahani,"[(132, 1)]"
khichdi,"[(132, 1), (169, 1)]"
narasingh,"[(133, 1)]"
masor,"[(133, 1)]"
jhol,"[(133, 1), (174, 2)]"
assam,"[(133, 2)]"
consists,"[(133, 1), (166, 1)]"
small,"[(133, 1)]"
river,"[(133, 1)]"
fishes,"[(133, 1)]"
halved,"[(133, 1)]"
sardines,"[(133, 1)]"
carps,"[(133, 1)]"
noro,"[(133, 1)]"
singho,"[(133, 1)]"
unlike,"[(133, 1)]"
retains,"[(133, 1)]"
natural,"[(133, 1)]"
saar,"[(134, 2)]"
regularly,"[(134, 1)]"
tonak,"[(135, 2)]"
alsanyache,"[(135, 1)]"
eyed,"[(135, 1)]"
legume,"[(135, 1)]"
cow,"[(135, 1)]"
legumes,"[(135, 1)]"
royal,"[(136, 1), (145, 1)]"
laziz,"[(136, 1)]"
fun,"[(136, 1)]"
extra,"[(136, 2)]"
slow,"[(136, 1), (155, 1)]"
melt,"[(136, 1)]"
mouth,"[(136, 1)]"
exploring,"[(136, 1)]"
blended,"[(136, 1)]"
spicier,"[(136, 1)]"
contributes,"[(136, 1)]"
satisfy,"[(136, 1)]"
parsi,"[(137, 1)]"
marghi,"[(137, 1)]"
farcha,"[(137, 1)]"
though,"[(137, 1)]"
stay,"[(137, 1)]"
bit,"[(138, 1), (188, 1)]"
runny,"[(138, 1)]"
gajar,"[(139, 2)]"
now,"[(139, 1), (151, 1), (182, 1)]"
going,"[(139, 1)]"
am,"[(139, 1), (159, 1), (167, 1)]"
everyone,"[(139, 1)]"
tiffin,"[(139, 1)]"
contain,"[(139, 1), (153, 1)]"
tovve,"[(140, 2)]"
wedding,"[(140, 1)]"
better,"[(142, 1)]"
cuisines,"[(142, 1)]"
culinary,"[(142, 1)]"
culture,"[(142, 1)]"
kalle,"[(143, 1)]"
sankranti,"[(143, 1)]"
harvested,"[(143, 1)]"
broad,"[(143, 1), (172, 1)]"
hunase,"[(144, 2)]"
acts,"[(144, 1)]"
through,"[(144, 1), (182, 1), (196, 1)]"
consistency,"[(144, 1)]"
nawabi,"[(145, 1)]"
think,"[(146, 1)]"
easiest,"[(146, 1)]"
short,"[(147, 1)]"
samba,"[(147, 1)]"
lend,"[(147, 1)]"
robust,"[(147, 1)]"
pattani,"[(148, 1)]"
kurma,"[(148, 3)]"
cinnamom,"[(148, 1)]"
giving,"[(148, 1)]"
crunch,"[(148, 1)]"
soulful,"[(148, 1)]"
potaoes,"[(149, 1)]"
pungent,"[(149, 1)]"
moringa,"[(150, 1)]"
intake,"[(150, 1)]"
father,"[(151, 1)]"
sunday,"[(151, 1)]"
step,"[(151, 1)]"
took,"[(151, 1)]"
years,"[(151, 1)]"
exact,"[(151, 1)]"
share,"[(151, 1)]"
ponni,"[(151, 1)]"
sona,"[(151, 1)]"
masuri,"[(151, 1)]"
kandi,"[(152, 1)]"
khatkhatem,"[(153, 1)]"
stew,"[(153, 1)]"
seasonal,"[(153, 1), (174, 1), (187, 1)]"
hindu,"[(153, 1)]"
ukad,"[(154, 1)]"
complex,"[(154, 1)]"
pakistani,"[(155, 1)]"
gosht,"[(155, 1)]"
chopped,"[(155, 1), (199, 1)]"
garnished,"[(155, 1)]"
slowly,"[(155, 1)]"
juicy,"[(155, 1)]"
crave,"[(155, 1)]"
prior,"[(156, 1)]"
planning,"[(156, 1)]"
intense,"[(156, 1)]"
condiments,"[(157, 1)]"
simply,"[(157, 1)]"
seasoning,"[(157, 1)]"
besan,"[(158, 2), (165, 1)]"
burji,"[(158, 1)]"
vegans,"[(158, 1)]"
notion,"[(158, 1)]"
bhurjis,"[(158, 1)]"
come,"[(158, 1)]"
slight,"[(158, 1), (187, 1)]"
bhurji,"[(158, 1), (192, 1)]"
kulchas,"[(159, 5)]"
favoured,"[(159, 1)]"
kuchas,"[(159, 1)]"
generally,"[(159, 1)]"
relished,"[(159, 1)]"
stuffings,"[(159, 1)]"
restricted,"[(159, 1)]"
things,"[(159, 1)]"
vivatta,"[(159, 1)]"
broccoli,"[(160, 1), (192, 2)]"
essential,"[(160, 1), (179, 1)]"
oxidants,"[(160, 1)]"
cancer,"[(160, 1)]"
kela,"[(161, 1)]"
jain,"[(161, 1)]"
cherupayar,"[(162, 2)]"
mung,"[(162, 3), (196, 1)]"
lifts,"[(162, 1)]"
intensity,"[(162, 1)]"
helpful,"[(162, 1)]"
fighting,"[(162, 1)]"
diseases,"[(162, 1)]"
diabetes,"[(162, 1)]"
obesity,"[(162, 1)]"
skillet,"[(163, 2)]"
party,"[(163, 1)]"
appetizers,"[(163, 1)]"
whenever,"[(163, 1)]"
expecting,"[(163, 1)]"
dunked,"[(164, 1)]"
brilliant,"[(164, 1)]"
peculiar,"[(165, 1)]"
yummy,"[(165, 1)]"
flatbreads,"[(165, 1)]"
avarekalu,"[(166, 3), (172, 4)]"
chitranna,"[(166, 1)]"
field,"[(166, 2)]"
bengaluru,"[(166, 1)]"
place,"[(166, 1)]"
celebrate,"[(166, 1)]"
mela,"[(166, 2)]"
january,"[(166, 1), (172, 1), (187, 1)]"
series,"[(166, 1)]"
selling,"[(166, 1)]"
kurkuri,"[(167, 1)]"
punch,"[(168, 1)]"
huggi,"[(169, 2)]"
porridge,"[(169, 1)]"
sri,"[(169, 1)]"
krishna,"[(169, 1)]"
matt,"[(169, 1)]"
celebrated,"[(169, 1)]"
parts,"[(169, 1), (172, 1), (179, 1)]"
pongal,"[(169, 1)]"
mooga,"[(171, 1)]"
gathi,"[(171, 2)]"
mooghache,"[(171, 1)]"
temples,"[(171, 1)]"
religious,"[(171, 1)]"
functions,"[(171, 1)]"
festivals,"[(171, 1)]"
mysore,"[(172, 2)]"
category,"[(172, 1)]"
hyacinth,"[(172, 1)]"
starts,"[(172, 1)]"
december,"[(172, 1)]"
consisted,"[(173, 1)]"
list,"[(173, 1)]"
developed,"[(173, 1)]"
medieval,"[(173, 1)]"
mughal,"[(173, 1)]"
empire,"[(173, 1)]"
array,"[(173, 1)]"
central,"[(173, 1)]"
niramish,"[(174, 2)]"
shobji,"[(174, 2)]"
chapor,"[(174, 2), (175, 2)]"
simmer,"[(174, 1), (193, 1)]"
patties,"[(174, 1), (175, 2)]"
ghonto,"[(175, 2)]"
mishmash,"[(175, 1)]"
elevation,"[(175, 1)]"
mish,"[(175, 1)]"
mash,"[(175, 1)]"
why,"[(175, 1)]"
purposely,"[(175, 1)]"
irregular,"[(175, 1)]"
pressed,"[(175, 1)]"
babru,"[(177, 1)]"
kachoris,"[(177, 2)]"
overnight,"[(177, 1)]"
before,"[(177, 1)]"
arabian,"[(178, 1)]"
yemeni,"[(178, 1)]"
arab,"[(178, 1)]"
countries,"[(178, 1)]"
widely,"[(179, 1)]"
pulses,"[(179, 1)]"
glycemic,"[(179, 1)]"
index,"[(179, 1)]"
levels,"[(179, 2)]"
control,"[(179, 1)]"
sodium,"[(179, 1)]"
controls,"[(179, 1)]"
laal,"[(180, 1)]"
maas,"[(180, 1)]"
rajasthan,"[(180, 2)]"
fiery,"[(180, 1), (188, 1)]"
ways,"[(180, 1)]"
sorakkai,"[(181, 1)]"
coolant,"[(181, 1)]"
bathua,"[(182, 2)]"
kakdi,"[(184, 1)]"
thalipeeth,"[(184, 2)]"
cucumbers,"[(184, 1)]"
manoli,"[(185, 1)]"
bheeja,"[(185, 1)]"
upkari,"[(185, 1)]"
ivy,"[(185, 2)]"
customary,"[(185, 1)]"
function,"[(185, 1)]"
highest,"[(186, 1)]"
boosts,"[(186, 1)]"
youthful,"[(186, 1)]"
accompany,"[(186, 1)]"
dhaniya,"[(186, 1)]"
pudina,"[(186, 1)]"
school,"[(186, 1)]"
manathakkali,"[(187, 4)]"
night,"[(187, 1)]"
shade,"[(187, 1)]"
myriad,"[(187, 1)]"
general,"[(187, 1)]"
vathal,"[(187, 1)]"
kulambu,"[(187, 1)]"
berry,"[(187, 2)]"
unusual,"[(187, 1)]"
thayir,"[(187, 1)]"
mor,"[(187, 1)]"
konir,"[(188, 1)]"
dom,"[(188, 1)]"
look,"[(188, 1)]"
vengaya,"[(189, 2)]"
kosu,"[(189, 2)]"
alternatively,"[(189, 1)]"
mini,"[(190, 1)]"
uttapam,"[(190, 2)]"
pearl,"[(190, 1)]"
millets,"[(190, 1)]"
pindi,"[(191, 4)]"
miriyam,"[(191, 4)]"
change,"[(191, 1)]"
routine,"[(191, 1)]"
pineapple,"[(191, 1), (194, 2)]"
experiment,"[(192, 1)]"
paired,"[(192, 1)]"
scrambled,"[(192, 1)]"
tired,"[(192, 1)]"
don,"[(192, 1)]"
menu,"[(193, 1)]"
northern,"[(193, 1)]"
province,"[(193, 1)]"
pineapples,"[(194, 1)]"
festive,"[(194, 1)]"
celebrations,"[(194, 1)]"
lead,"[(194, 1)]"
thanks,"[(194, 1)]"
anda,"[(195, 1)]"
tart,"[(195, 1)]"
delicacies,"[(195, 1)]"
core,"[(195, 1)]"
maharashtra,"[(195, 1)]"
sobji,"[(196, 1)]"
diye,"[(196, 1)]"
bhaja,"[(196, 1)]"
muger,"[(196, 1)]"
let,"[(196, 1)]"
shine,"[(196, 1)]"
second,"[(196, 2)]"
bengalis,"[(196, 1)]"
ladleful,"[(196, 1)]"
lightly,"[(196, 1)]"
third,"[(196, 1)]"
fritter,"[(196, 1)]"
kasuri,"[(197, 2)]"
imparts,"[(197, 1), (201, 1)]"
toss,"[(197, 1)]"
kesar,"[(198, 1)]"
kheer,"[(198, 3)]"
dessert,"[(198, 1)]"
rasmalai,"[(198, 2)]"
difference,"[(198, 1)]"
between,"[(198, 1)]"
crumble,"[(198, 1)]"
condensed,"[(198, 1)]"
nutty,"[(199, 1), (201, 1)]"
shot,"[(199, 1)]"
crowd,"[(199, 1)]"
pleaser,"[(199, 1)]"
includes,"[(199, 1)]"
corn,"[(200, 2)]"
mangoes,"[(200, 1)]"
chichinda,"[(201, 1)]"
snake,"[(201, 2)]"
weeknights,"[(201, 1)]"
boxes,"[(201, 1)]"
